bank_transaction_id,ledger_id,bank_date,ledger_date,bank_amount,ledger_amount,amount_difference,date_difference_days,bank_description,ledger_description,match_status,match_reason,confidence_score,confidence_tier,duplicate_flag,duplicate_note
2256bb31-80eb-40ef-a8b3-b614aeef95ae,LED100066,2023-09-09,2023-09-11,499.0,499.0,0.0,2.0,UPI/3618,UPI PAYMENT/3618,Timing Difference,"Amount + type match, date difference 2 day(s), description similarity 100%",75,Medium,No,No duplicate candidate
9133c24e-a12b-453c-b398-890e035a50b6,LED100067,2023-09-09,2023-09-09,200.0,200.0,0.0,0.0,IMPS,IMPS PAYMENT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
320083ed-ac9d-445f-95ab-665823b66121,LED100068,2023-09-11,2023-09-11,10.0,10.0,0.0,0.0,UPI/3620,UPI PAYMENT/3620,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
b03f18f8-dbdb-4a9e-9999-f615aaa23a4b,LED100069,2023-09-12,2023-09-12,180.0,180.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
31a91be1-0573-4fbe-b399-7ae1d0e177da,LED100070,2023-09-12,2023-09-12,60.0,60.0,0.0,0.0,GAS FILLING STATION,GAS FILLING STATION,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
c60fc4d6-f73d-4855-a843-69156836af12,LED100071,2023-09-12,2023-09-12,10.0,10.0,0.0,0.0,UPI/36211,UPI PAYMENT/36211,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
8d3e0628-618e-499c-8c59-616a95f426d1,LED100072,2023-09-12,2023-09-12,20.0,20.0,0.0,0.0,UPI/PAYTM,UPI PAYMENT/PAYTM,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
eab45d40-7e21-4933-b007-9170e9e35109,LED100073,2023-09-13,2023-09-13,350.0,350.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
90d21217-2010-422c-80fc-2806ea02407b,LED100074,2023-09-13,2023-09-13,3000.0,3000.0,0.0,0.0,UPI/36222,UPI PAYMENT/36222,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
75571385-d68d-4bc4-aae6-3a2e4d84d1e5,LED100075,2023-09-13,2023-09-13,400.0,400.0,0.0,0.0,IMPS,IMPS PAYMENT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
01e0f3d1-366b-4344-bf11-f37c0cae061b,LED100076,2023-09-14,2023-09-15,140.0,140.0,0.0,1.0,UPI/32578,UPI PAYMENT/32578,Timing Difference,"Amount + type match, date difference 1 day(s), description similarity 100%",80,Medium,No,No duplicate candidate
3f7d6337-5760-42e8-9650-82b7e4e6f25b,LED100077,2023-09-14,2023-09-14,120.0,120.0,0.0,0.0,UPI/32571,UPI PAYMENT/32571,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
7fa3f516-0a76-4a58-b66a-6e1297567084,LED100078,2023-09-14,2023-09-14,670.0,670.0,0.0,0.0,IMPS,IMPS PAYMENT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
9e361023-1600-47b8-929b-fd49f7d7bf22,LED100079,2023-09-14,2023-09-14,5500.0,5500.0,0.0,0.0,IMPS,IMPS PAYMENT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
c61166ba-7899-4754-b839-36bbcf99df14,LED100080,2023-09-14,2023-09-14,50.0,52.5,2.5,0.0,UPI/32576,UPI PAYMENT/32576,Amount Mismatch,Description similarity 100% but amount differs by ₹2.50,80,Medium,No,No duplicate candidate
9348033e-2c15-48d5-9d47-1e15b83a512a,LED100081,2023-09-15,2023-09-15,580.0,580.0,0.0,0.0,IMPS,IMPS PAYMENT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
226c7c1a-4046-463e-92ea-6f6c8b600273,LED100082,2023-09-15,2023-09-15,40.0,40.0,0.0,0.0,UPI/32581,UPI PAYMENT/32581,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
f8e21723-b480-4813-a062-12bd1ddf6c9d,LED100083,2023-09-15,2023-09-15,400.0,400.0,0.0,0.0,IMPS,IMPS PAYMENT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
1b3eda6c-a8f4-485a-8824-76b4eda8bf75,LED100084,2023-09-16,2023-09-16,120.0,120.0,0.0,0.0,UPI/BHARATPE,UPI PAYMENT/BHARATPE,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6288f745-bfc9-49c9-9144-8f763cbc7303,LED100085,2023-09-16,2023-09-16,110.0,110.0,0.0,0.0,UPI/36250,UPI PAYMENT/36250,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
228d0c69-549c-4b66-bda9-26a88fa16cdb,LED100086,2023-09-17,2023-09-17,50.0,50.0,0.0,0.0,UPI/3626,UPI PAYMENT/3626,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6cf8961e-f2dc-471d-8c7f-a12d443be002,LED100087,2023-09-17,2023-09-17,19.0,19.0,0.0,0.0,UPI/JIOINAPPDIRECT,UPI PAYMENT/JIOINAPPDIRECT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
80da729f-1f76-41be-a745-097cac244ef9,LED100088,2023-09-17,2023-09-17,10.0,10.0,0.0,0.0,UPI/PAYTM101,UPI PAYMENT/PAYTM101,Potential Match,Amount + type match with description similarity 100%,85,Medium,Yes,Duplicate candidate detected
ca275aff-4c7c-415b-9f18-962dc7a2df69,LED100089,2023-09-18,2023-09-18,241.0,241.0,0.0,0.0,UPI/JIOINAPPDIRECT,UPI PAYMENT/JIOINAPPDIRECT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
e6f497b6-446b-4f2b-8163-987ef32aae05,LED100090,2023-09-18,2023-09-18,450.0,450.0,0.0,0.0,IMPS,IMPS PAYMENT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
156b0720-ad19-4d54-a8da-446c44c447df,LED100091,2023-09-20,2023-09-20,60.0,60.0,0.0,0.0,UPI/36298/,UPI PAYMENT/36298/,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
4ac8f887-a601-4f56-be2b-5cc1ca6c6965,LED100092,2023-09-20,2023-09-20,19.0,19.0,0.0,0.0,UPI/JIOINAPPDIRECT,UPI PAYMENT/JIOINAPPDIRECT,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
de00042e-b507-489e-8862-6efbf98e619c,LED100093,2023-09-20,2023-09-20,50.0,50.0,0.0,0.0,UPI/BHARATPE6,UPI PAYMENT/BHARATPE6,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
8da5dea7-f101-4ad0-b139-414837511c68,LED100094,2023-09-21,2023-09-21,1550.0,1550.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
dedecd53-f40c-4124-901b-0b400fc9758f,LED100095,2023-09-21,2023-09-21,3500.0,3500.0,0.0,0.0,UPI/3630,UPI PAYMENT/3630,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
97619cf6-f40f-4c05-9766-48c2a2860ee4,LED100096,2023-09-21,2023-09-21,1.0,1.0,0.0,0.0,UPI/3264,UPI PAYMENT/3264,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6d0349bd-1c9d-4717-9fe6-db9372baa936,LED100097,2023-09-21,2023-09-21,2500.0,2500.0,0.0,0.0,UPI/3264,UPI PAYMENT/3264,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
b6ff1b3f-979c-4fdd-8f5a-bbb1df4be12d,LED100098,2023-09-22,2023-09-22,50.0,50.0,0.0,0.0,UPI/32655,UPI PAYMENT/32655,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
f51d2d6c-6fd9-4e14-b0e3-b73a0bbcb5cd,LED100099,2023-09-22,2023-09-22,1530.0,1530.0,0.0,0.0,UPI/36311,UPI PAYMENT/36311,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
3df016c3-4a26-4786-94de-8eb634982994,LED100100,2023-09-22,2023-09-22,2940.0,2940.0,0.0,0.0,UPI/32659,UPI PAYMENT/32659,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
5230c540-d846-4481-af4b-259a9b4d26af,LED100101,2023-09-22,2023-09-22,500.0,500.0,0.0,0.0,UPI/32654,UPI PAYMENT/32654,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
ee1b82e0-c0ef-4b0b-8890-2c9a0e5f72e9,LED100102,2023-09-22,2023-09-22,400.0,400.0,0.0,0.0,UPI/BHARATPE,UPI PAYMENT/BHARATPE,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
8eaa3e76-c910-47ef-9378-46e8ef464a35,LED100103,2023-09-22,2023-09-22,140.0,140.0,0.0,0.0,UPI/PAYTM,UPI PAYMENT/PAYTM,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
2e857865-defd-4882-9637-148669d40b3e,LED100104,2023-09-22,2023-09-22,40.0,40.0,0.0,0.0,UPI/36318,UPI PAYMENT/36318,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
3ee3466b-ac57-4f9f-956b-a35f5d55e4b4,LED100105,2023-09-23,2023-09-23,1280.0,1280.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
71348f87-281d-4dac-815e-7c749f39106b,LED100106,2023-09-23,2023-09-23,20.0,20.0,0.0,0.0,UPI/GPAY,UPI PAYMENT/GPAY,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
0f13a626-bb42-4663-9043-403951ed5cbb,LED100107,2023-09-23,2023-09-23,40.0,40.0,0.0,0.0,UPI/PAYTM101,UPI PAYMENT/PAYTM101,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
74c43a11-f14e-4c0b-9a12-6ff003603c9d,LED100108,2023-09-23,2023-09-23,17.0,17.0,0.0,0.0,UPI/BHARATPE,UPI PAYMENT/BHARATPE,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
3260756f-954a-47b3-b46f-2c338f7f8b0a,LED100109,2023-09-23,2023-09-23,50.0,50.0,0.0,0.0,UPI/GPAY,UPI PAYMENT/GPAY,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
7d0dd7c6-8a00-4436-9823-009cd57b4d0e,LED100110,2023-09-24,2023-09-24,110.0,110.0,0.0,0.0,UPI/PAYTM101,UPI PAYMENT/PAYTM101,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
802bb8ed-6cbd-4e2e-be90-09aef4da6794,LED100111,2023-09-25,2023-09-25,1100.0,1100.0,0.0,0.0,NEFT,NEFT PAYMENT,Matched,Exact reference + amount + date + type,100,High,No,No duplicate candidate
9125f055-f355-4d8d-9ac6-d9bb065ee25a,LED100112,2023-09-25,2023-09-25,20.0,20.0,0.0,0.0,UPI/3268,UPI PAYMENT/3268,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
90c6e54f-6249-426a-9423-598892687d55,LED100113,2023-09-25,2023-09-25,20.0,20.0,0.0,0.0,UPI/PAYTMep,UPI PAYMENT/PAYTMEP,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
f26df49f-0847-4da1-a06a-1f52e3b4fa9b,LED100114,2023-09-25,2023-09-25,40.0,40.0,0.0,0.0,UPI/36341,UPI PAYMENT/36341,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
8339b673-56e9-4517-aaf7-804da58d7ec4,LED100115,2023-09-26,2023-09-26,1.0,1.0,0.0,0.0,UPI/32691,UPI PAYMENT/32691,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
6834106a-a1db-421a-a030-05b47ec0b49e,LED100116,2023-09-26,2023-09-26,3000.0,3000.0,0.0,0.0,UPI/36352,UPI PAYMENT/36352,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
e4c9bdfc-0a18-4bc2-887b-f5d6449b7884,LED100117,2023-09-26,2023-09-26,1000.0,1000.0,0.0,0.0,UPI/36351,UPI PAYMENT/36351,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
380b58dc-3d3c-45b9-8acd-2b6f6822a954,LED100118,2023-09-26,2023-09-26,400.0,400.0,0.0,0.0,UPI/32695,UPI PAYMENT/32695,Matched,Exact amount + date + transaction type,95,High,No,No duplicate candidate
