ledger_id,ledger_date,account,transaction_type,payment_mode,amount,description,bank_reference,source_bank_transaction_id,status
LED100014,2023-08-24,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,400.0,UPI PAYMENT/3236,,cb0dda74-4491-4005-9038-5d4d2d3d8f69,Posted
LED100015,2023-08-24,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,750.0,UPI PAYMENT/3236,,504ea1a4-880a-4336-be91-722f93d03d76,Posted
LED100016,2023-08-24,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,80.0,UPI PAYMENT/BHARATPE6,,72b8aab6-5ec1-4204-9c6c-703251f82cae,Posted
LED100017,2023-08-24,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/3236,,ecc76954-7c8f-4fc0-9e51-6fa35a1b4cac,Posted
LED100018,2023-08-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,2480.0,UPI PAYMENT/3237,,d26c20ba-4ed1-4ea0-81b0-d864d6905ce6,Posted
LED100019,2023-08-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1450.0,UPI PAYMENT/32372,,4d14d160-484b-4f1d-822a-106f7e4d6cd0,Posted
LED100020,2023-08-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,120.0,UPI PAYMENT/BHARATPE,,2395c8a5-2d7b-45ff-8279-07160dc2b24f,Posted
LED100021,2023-08-25,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,480.0,UPI PAYMENT/36035,,60867cfd-705b-44ba-9183-9fd57069d79b,Posted
LED100022,2023-08-25,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1.0,IMPS PAYMENT,,9760f363-bad8-44f4-99cb-8d9c97dccc4c,Posted
LED100023,2023-08-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/PAYTM,,b128ae36-e103-40fb-b402-dda22c0540a0,Posted
LED100024,2023-08-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/32375,,b224b31a-93e8-4726-9853-e355c677a612,Posted
LED100025,2023-08-25,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,21.0,UPI PAYMENT/32378/GOOG-PAYMENT,,24f677df-0d22-4ee9-a72e-228f9898062b,Posted
LED100026,2023-08-25,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1.0,NEFT PAYMENT,9200200.0,a25eeba0-6e08-45cb-9eb3-5583b6f9ec58,Posted
LED100027,2023-08-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1000.0,UPI PAYMENT/3237,,71bdd916-a4ad-4d30-9a0f-796611e2724f,Posted
LED100028,2023-08-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/3603,,f36f9696-82f7-47b1-9290-75cd13d701ac,Posted
LED100029,2023-08-25,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,51.0,IMPS PAYMENT,,c2ca6026-dd22-490f-8e8e-6bb1d033ec58,Posted
LED100030,2023-08-26,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/BHARATPE,,dec347ca-1df8-4834-bf12-a7ec81d4faeb,Posted
LED100031,2023-08-26,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,500.0,UPI PAYMENT/3238,,676db4e7-86c0-42e5-87f7-991d729ebd66,Posted
LED100032,2023-08-26,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,500.0,UPI PAYMENT/32382,,ce354233-4a2f-499b-86f4-cc9ad4c0ccb7,Posted
LED100033,2023-08-26,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,700.0,UPI PAYMENT/32384,,e47c0f6b-669c-4846-a4e1-a9c1abb74a49,Posted
LED100034,2023-08-26,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,60.0,UPI PAYMENT/BHARATPE,,9da292b1-e6ff-4aec-ba17-1e9596be288d,Posted
LED100035,2023-08-26,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/BHARATPE,,622a4877-d66b-4659-95f2-c834bc437044,Posted
LED100036,2023-08-27,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/32394,,7c0b0fd3-5719-4c8f-be35-9a1eb624c282,Posted
LED100037,2023-08-27,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1499.0,UPI PAYMENT/3239,,016a5f57-2be1-4c57-a806-9076e198a71f,Posted
LED100038,2023-08-27,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,240.0,UPI PAYMENT/32390/,,345f0d46-25ad-497a-85d7-9047543df60e,Posted
LED100039,2023-08-28,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,850.0,IMPS PAYMENT,,e1f0ba13-39fa-4fa9-bcb1-47aab5a5e746,Posted
LED100040,2023-08-28,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,AMZN,,6de89130-04ff-44c2-8801-88fca93609a9,Posted
LED100041,2023-08-29,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1200.0,UPI PAYMENT/3241,,febe3439-44d2-4ab8-a972-cdb1f72e43aa,Posted
LED100042,2023-08-29,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,600.0,IMPS PAYMENT,,d2987357-92f2-4c9e-99a6-7692e931be22,Posted
LED100044,2023-08-30,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,15.0,UPI PAYMENT/JIOINAPPDIRECT/,,ad797524-235c-4edb-b939-47647c17558c,Posted
LED100045,2023-08-30,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,600.0,IMPS PAYMENT,,0494c9e3-ee71-4d31-b923-e723a1df44c3,Posted
LED100046,2023-08-30,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,170.0,IMPS PAYMENT,,3fd5bdaf-a0ec-4108-8f31-b39d54ba740d,Posted
LED100047,2023-08-31,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,350.0,NEFT PAYMENT,922020.0,6ad58ee6-705a-4a71-8e43-c7ed1e88088f,Posted
LED100048,2023-08-31,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,750.0,IMPS PAYMENT,,c722d3c1-53df-4e6d-bc90-f14dbb97376b,Posted
LED100049,2023-08-31,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,1200.0,UPI PAYMENT/PAYTMNA,,c75c6d29-5934-42c3-bbda-dfc773f0100a,Posted
LED100050,2023-08-31,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/3609,,794a682b-5b7a-4444-bd6a-5a3db9f9f1a3,Posted
LED100051,2023-08-31,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/3609,,7a6487f4-2008-4358-a761-2bd30994ae38,Posted
LED100052,2023-09-01,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,3500.0,UPI PAYMENT/32445,,7a9c2faa-5032-42bb-9987-38cf36e1335b,Posted
LED100053,2023-09-03,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,34.0,UPI PAYMENT/3612,,5ccc1be2-fbfb-4f60-9a87-17ee0b25c621,Posted
LED100054,2023-09-04,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,460.0,UPI PAYMENT/32479,,8a98421e-6026-4147-a99b-1335649ebb75,Posted
LED100055,2023-09-04,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/3613,,b0bfec92-0fee-4c83-aa63-ec56255fa8ca,Posted
LED100056,2023-09-04,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,850.0,IMPS PAYMENT,,7aab002f-a9d3-4600-840b-78a381e69fdd,Posted
LED100057,2023-09-05,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,200.0,UPI PAYMENT/3248,,e6e88a6e-1bbf-4d10-8efc-7c38d81db891,Posted
LED100058,2023-09-05,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1100.0,IMPS PAYMENT,,8efc053e-df71-45cc-a9ce-0cea8d9d166e,Posted
LED100059,2023-09-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/PAYTMPA,,26212eac-72f0-4da8-943d-9e94599b1168,Posted
LED100060,2023-09-06,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,15.0,UPI PAYMENT/JIOINAPPDIRECT/,,43423182-430e-4210-bf86-1093bde2c9a4,Posted
LED100061,2023-09-08,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,220.0,UPI PAYMENT/BHARATPE,,e12cba6a-8238-4de8-af95-0afacd47ef30,Posted
LED100062,2023-09-08,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/BHARATPE,,2d629427-5abd-4cfa-9729-ec2f575c9c3f,Posted
LED100063,2023-09-08,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,850.0,IMPS PAYMENT,,976f05f5-b0b1-4525-a5bd-c57fd63b6302,Posted
LED100064,2023-09-09,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,350.0,NEFT PAYMENT,922020.0,5792cc25-83fd-4513-a760-9d0e0be64897,Posted
LED100065,2023-09-09,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/3252,,aa9e7078-1396-4bc4-b021-2801520dd0ae,Posted
LED100066,2023-09-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,499.0,UPI PAYMENT/3618,,2256bb31-80eb-40ef-a8b3-b614aeef95ae,Posted
LED100067,2023-09-09,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,200.0,IMPS PAYMENT,,9133c24e-a12b-453c-b398-890e035a50b6,Posted
LED100068,2023-09-11,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/3620,,320083ed-ac9d-445f-95ab-665823b66121,Posted
LED100069,2023-09-12,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,180.0,NEFT PAYMENT,922020.0,b03f18f8-dbdb-4a9e-9999-f615aaa23a4b,Posted
LED100070,2023-09-12,MAIN_OPERATING_ACCOUNT,DEBIT,CARD,60.0,GAS FILLING STATION,,31a91be1-0573-4fbe-b399-7ae1d0e177da,Posted
LED100071,2023-09-12,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/36211,,c60fc4d6-f73d-4855-a843-69156836af12,Posted
LED100072,2023-09-12,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/PAYTM,,8d3e0628-618e-499c-8c59-616a95f426d1,Posted
LED100073,2023-09-13,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,350.0,NEFT PAYMENT,9220200.0,eab45d40-7e21-4933-b007-9170e9e35109,Posted
LED100074,2023-09-13,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,3000.0,UPI PAYMENT/36222,,90d21217-2010-422c-80fc-2806ea02407b,Posted
LED100075,2023-09-13,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,400.0,IMPS PAYMENT,,75571385-d68d-4bc4-aae6-3a2e4d84d1e5,Posted
LED100076,2023-09-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,140.0,UPI PAYMENT/32578,,01e0f3d1-366b-4344-bf11-f37c0cae061b,Posted
LED100077,2023-09-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,120.0,UPI PAYMENT/32571,,3f7d6337-5760-42e8-9650-82b7e4e6f25b,Posted
LED100078,2023-09-14,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,670.0,IMPS PAYMENT,,7fa3f516-0a76-4a58-b66a-6e1297567084,Posted
LED100079,2023-09-14,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,5500.0,IMPS PAYMENT,,9e361023-1600-47b8-929b-fd49f7d7bf22,Posted
LED100080,2023-09-14,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,52.5,UPI PAYMENT/32576,,c61166ba-7899-4754-b839-36bbcf99df14,Posted
LED100081,2023-09-15,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,580.0,IMPS PAYMENT,,9348033e-2c15-48d5-9d47-1e15b83a512a,Posted
LED100082,2023-09-15,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,40.0,UPI PAYMENT/32581,,226c7c1a-4046-463e-92ea-6f6c8b600273,Posted
LED100083,2023-09-15,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,400.0,IMPS PAYMENT,,f8e21723-b480-4813-a062-12bd1ddf6c9d,Posted
LED100084,2023-09-16,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,120.0,UPI PAYMENT/BHARATPE,,1b3eda6c-a8f4-485a-8824-76b4eda8bf75,Posted
LED100085,2023-09-16,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,110.0,UPI PAYMENT/36250,,6288f745-bfc9-49c9-9144-8f763cbc7303,Posted
LED100086,2023-09-17,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,50.0,UPI PAYMENT/3626,,228d0c69-549c-4b66-bda9-26a88fa16cdb,Posted
LED100087,2023-09-17,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,19.0,UPI PAYMENT/JIOINAPPDIRECT,,6cf8961e-f2dc-471d-8c7f-a12d443be002,Posted
LED100088,2023-09-17,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/PAYTM101,,80da729f-1f76-41be-a745-097cac244ef9,Posted
LED100089,2023-09-18,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,241.0,UPI PAYMENT/JIOINAPPDIRECT,,ca275aff-4c7c-415b-9f18-962dc7a2df69,Posted
LED100090,2023-09-18,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,450.0,IMPS PAYMENT,,e6f497b6-446b-4f2b-8163-987ef32aae05,Posted
LED100091,2023-09-20,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,60.0,UPI PAYMENT/36298/,,156b0720-ad19-4d54-a8da-446c44c447df,Posted
LED100092,2023-09-20,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,19.0,UPI PAYMENT/JIOINAPPDIRECT,,4ac8f887-a601-4f56-be2b-5cc1ca6c6965,Posted
LED100093,2023-09-20,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/BHARATPE6,,de00042e-b507-489e-8862-6efbf98e619c,Posted
LED100094,2023-09-21,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1550.0,NEFT PAYMENT,92202.0,8da5dea7-f101-4ad0-b139-414837511c68,Posted
LED100095,2023-09-21,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,3500.0,UPI PAYMENT/3630,,dedecd53-f40c-4124-901b-0b400fc9758f,Posted
LED100096,2023-09-21,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,1.0,UPI PAYMENT/3264,,97619cf6-f40f-4c05-9766-48c2a2860ee4,Posted
LED100097,2023-09-21,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,2500.0,UPI PAYMENT/3264,,6d0349bd-1c9d-4717-9fe6-db9372baa936,Posted
LED100098,2023-09-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/32655,,b6ff1b3f-979c-4fdd-8f5a-bbb1df4be12d,Posted
LED100099,2023-09-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1530.0,UPI PAYMENT/36311,,f51d2d6c-6fd9-4e14-b0e3-b73a0bbcb5cd,Posted
LED100100,2023-09-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,2940.0,UPI PAYMENT/32659,,3df016c3-4a26-4786-94de-8eb634982994,Posted
LED100101,2023-09-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/32654,,5230c540-d846-4481-af4b-259a9b4d26af,Posted
LED100102,2023-09-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,400.0,UPI PAYMENT/BHARATPE,,ee1b82e0-c0ef-4b0b-8890-2c9a0e5f72e9,Posted
LED100103,2023-09-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,140.0,UPI PAYMENT/PAYTM,,8eaa3e76-c910-47ef-9378-46e8ef464a35,Posted
LED100104,2023-09-22,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,40.0,UPI PAYMENT/36318,,2e857865-defd-4882-9637-148669d40b3e,Posted
LED100105,2023-09-23,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1280.0,NEFT PAYMENT,92202.0,3ee3466b-ac57-4f9f-956b-a35f5d55e4b4,Posted
LED100106,2023-09-23,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/GPAY,,71348f87-281d-4dac-815e-7c749f39106b,Posted
LED100107,2023-09-23,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,40.0,UPI PAYMENT/PAYTM101,,0f13a626-bb42-4663-9043-403951ed5cbb,Posted
LED100108,2023-09-23,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,17.0,UPI PAYMENT/BHARATPE,,74c43a11-f14e-4c0b-9a12-6ff003603c9d,Posted
LED100109,2023-09-23,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/GPAY,,3260756f-954a-47b3-b46f-2c338f7f8b0a,Posted
LED100110,2023-09-24,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,110.0,UPI PAYMENT/PAYTM101,,7d0dd7c6-8a00-4436-9823-009cd57b4d0e,Posted
LED100111,2023-09-25,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1100.0,NEFT PAYMENT,92202.0,802bb8ed-6cbd-4e2e-be90-09aef4da6794,Posted
LED100112,2023-09-25,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,20.0,UPI PAYMENT/3268,,9125f055-f355-4d8d-9ac6-d9bb065ee25a,Posted
LED100113,2023-09-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,20.0,UPI PAYMENT/PAYTMEP,,90c6e54f-6249-426a-9423-598892687d55,Posted
LED100114,2023-09-25,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,40.0,UPI PAYMENT/36341,,f26df49f-0847-4da1-a06a-1f52e3b4fa9b,Posted
LED100115,2023-09-26,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/32691,,8339b673-56e9-4517-aaf7-804da58d7ec4,Posted
LED100116,2023-09-26,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,3000.0,UPI PAYMENT/36352,,6834106a-a1db-421a-a030-05b47ec0b49e,Posted
LED100117,2023-09-26,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1000.0,UPI PAYMENT/36351,,e4c9bdfc-0a18-4bc2-887b-f5d6449b7884,Posted
LED100118,2023-09-26,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,400.0,UPI PAYMENT/32695,,380b58dc-3d3c-45b9-8acd-2b6f6822a954,Posted
LED100119,2023-09-27,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/PAYTM,,9209e2ff-aabe-4148-82c9-3cfbb07572a5,Posted
LED100120,2023-09-27,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,196.0,UPI PAYMENT/3270,,c843b30d-cb22-42e1-8c58-05d59e9b6410,Posted
LED100121,2023-09-27,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/32709,,a7d31245-0cc9-446f-875f-efbed9a75bb1,Posted
LED100122,2023-09-27,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,200.0,UPI PAYMENT/32706,,bbf7e57c-5c39-4c78-8faf-7a77a79fbebc,Posted
LED100123,2023-09-27,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,400.0,NEFT PAYMENT,922020.0,a5f0be0a-122f-4b43-8333-14233b1d8c42,Posted
LED100124,2023-09-27,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,100.0,UPI PAYMENT/36367,,756010f4-f8f3-4c81-81b9-62c25e8609e0,Posted
LED100125,2023-09-28,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,1450.0,NEFT PAYMENT,8646845.0,b2ba5a7b-b5da-4563-831e-5cf406d85c8c,Posted
LED100126,2023-09-28,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1280.0,UPI PAYMENT/32712,,4b0f59fa-655b-4e30-9b83-f9514cf9b240,Posted
LED100127,2023-09-28,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/36370,,3a4ff688-bef4-4aaf-8f45-61d0168ffc75,Posted
LED100128,2023-09-29,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,600.0,NEFT PAYMENT,8646845.0,d8b45c85-45b2-4b13-9879-66a00fa7af65,Posted
LED100129,2023-09-29,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,500.0,UPI PAYMENT/36381,,fa919e43-a6a1-4c55-9985-6f8b97d681eb,Posted
LED100130,2023-09-30,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,480.0,NEFT PAYMENT,8646845.0,a100ec2b-95e6-40f8-a021-20b36afe2715,Posted
LED100131,2023-09-30,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,150.0,UPI PAYMENT/PAYTM,,c9f6c8e9-e5b1-49e7-8f8b-442ebca30aaf,Posted
LED100132,2023-09-30,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,35.0,UPI PAYMENT/PAYTMAP,,623990ca-7390-404b-82fa-5f10316863d2,Posted
LED100133,2023-09-30,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,130.0,UPI PAYMENT/32738,,f8c83f63-6b3c-48b7-907e-1c7569881a5a,Posted
LED100134,2023-09-30,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/BHARATPE,,3e3f3ee0-8eaf-456e-a475-f4aff84fd8a7,Posted
LED100135,2023-09-30,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,AMZN,,9b3a0f22-6e89-4356-a5c5-f173fe76ff23,Posted
LED100136,2023-10-01,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,700.0,NEFT PAYMENT,8646845.0,248af984-503d-4ca8-bd8f-00ba044859e7,Posted
LED100137,2023-10-01,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,4550.0,IMPS PAYMENT,,ace38436-f415-45f8-bb95-3679ff3e0d43,Posted
LED100138,2023-10-01,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,1.0,UPI PAYMENT/36406,,f820697b-3dd8-4e9b-88ed-27639dd662c3,Posted
LED100139,2023-10-01,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,4000.0,UPI PAYMENT/36408,,ddcc8fa1-81c0-4d4b-8f71-180352bf97aa,Posted
LED100140,2023-10-01,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,540.0,UPI PAYMENT/BHARATPE,,e3d156cc-dfbf-471b-b50c-75477e85847b,Posted
LED100141,2023-10-01,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,50.0,UPI PAYMENT/BHARATPE,,edf8c5a8-b2d0-442d-bc16-8d739075ddaf,Posted
LED100142,2023-10-01,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,540.0,IMPS PAYMENT,,7b4353e3-877e-4ae0-8437-22bb587225b4,Posted
LED100143,2023-10-02,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,370.0,UPI PAYMENT/PAYTM9P,,5f109549-800e-46e7-9455-e0a9b4865360,Posted
LED100144,2023-10-03,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,19.0,UPI PAYMENT/JIOINAPPDIRECT,,31668b32-0d2d-4dea-aa92-6b8c31ee848e,Posted
LED100145,2023-10-03,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,600.0,NEFT PAYMENT,8646845.0,3108c01e-39f6-4c2f-a283-86db7439f95c,Posted
LED100146,2023-10-03,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/36421,,0fce7629-1e60-4e18-a1b7-a8ca75f7f2f4,Posted
LED100147,2023-10-04,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,250.0,NEFT PAYMENT,8646845.0,76615252-dfaf-4102-8f5d-75bc54d8387b,Posted
LED100148,2023-10-04,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,40.0,UPI PAYMENT/32770,,51dcb4d5-7bad-400c-8a1b-8e6b8a8f24af,Posted
LED100149,2023-10-04,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,10.0,UPI PAYMENT/32775,,c22fc6ad-c242-4538-91f2-53ca13770c6e,Posted
LED100150,2023-10-04,MAIN_OPERATING_ACCOUNT,DEBIT,UPI,30.0,UPI PAYMENT/36435,,9c02e93a-0999-41cc-95e4-279994bb3364,Posted
LED100151,2023-10-05,MAIN_OPERATING_ACCOUNT,CREDIT,OTHERS,408.0,NEFT PAYMENT,8646845.0,033d5608-e2b1-4858-b98b-99f3f9cf83d6,Posted
LED100152,2023-10-05,MAIN_OPERATING_ACCOUNT,CREDIT,UPI,200.0,UPI PAYMENT/32789,,8d61b7b8-6b32-47b2-ada2-1636ab6b0f56,Posted
